news_id,Date,Headline,Source,Market_Event,Sector,query_text,rank,predicted_ticker,final_score,bi_score,cross_score,boost,sentiment_label,sentiment_confidence,sentiment_score,sentiment_adjusted_score
2226,2025-06-26,Dow Jones plunges as market fears recession,Barron's,Economic Data Release,Industrials,Dow Jones plunges as market fears recession | Economic Data Release | Industrials | Low | Negative | Dow Jones,1,03077,0.804341,0.804341,0.0,0.0,negative,0.913254,-1,0.620699
2227,2025-04-13,Consumer confidence index reaches a decade high,Times of India,Major Merger/Acquisition,Industrials,Consumer confidence index reaches a decade high | Major Merger/Acquisition | Industrials | High | Dow Jones,1,03165,0.791849,0.791849,0.0,0.0,positive,0.863972,1,0.962883
2228,2025-04-13,Manufacturing PMI data signals economic expansion,Financial Times,Corporate Earnings Report,Finance,Manufacturing PMI data signals economic expansion | Corporate Earnings Report | Finance | Medium | Negative | CAC 40,1,03077,0.813125,0.813125,0.0,0.0,positive,0.831785,1,0.982211
2229,2025-07-08,,Reuters,Stock Market Crash,Media & Entertainment,nan | Stock Market Crash | Media & Entertainment | Medium | Neutral | KOSPI,1,03165,0.818567,0.818567,0.0,0.0,neutral,0.886653,0,0.818567
2230,2025-03-02,Mining company stock surges on commodity price boom,The Economist,Commodity Price Shock,Construction,Mining company stock surges on commodity price boom | Commodity Price Shock | Construction | High | Negative | DAX,1,03081,1.004258,0.804258,0.0,0.2,negative,0.916112,-1,0.774255
2231,2025-03-10,Government spending bill is expected to stimulate the economy,Wall Street Journal,Bond Market Fluctuation,Media & Entertainment,Government spending bill is expected to stimulate the economy | Bond Market Fluctuation | Media & Entertainment | Low | Neutral | Nasdaq Composite,1,03077,0.81639,0.81639,0.0,0.0,positive,0.913673,1,1.002868
2232,2025-03-06,Pharmaceutical company's drug approval drives stock upward,The Motley Fool,Geopolitical Event,Materials,Pharmaceutical company's drug approval drives stock upward | Geopolitical Event | Materials | Medium | Negative | DAX,1,03129,0.789498,0.789498,0.0,0.0,negative,0.662693,-1,0.658699
2233,2025-03-03,New housing data release shows a slowdown in market activity,Financial Times,Supply Chain Disruption,Transportation,New housing data release shows a slowdown in market activity | Supply Chain Disruption | Transportation | Low | Negative | Hang Seng,1,02800,0.805253,0.805253,0.0,0.0,negative,0.970689,-1,0.60984
2234,2025-08-01,Federal Reserve Chairman's speech causes market volatility,Business Standard,Economic Data Release,Finance,Federal Reserve Chairman's speech causes market volatility | Economic Data Release | Finance | Low | Negative | S&P 500,1,03077,0.805337,0.805337,0.0,0.0,negative,0.836676,-1,0.636885
2235,2025-04-06,Energy company's dividend hike excites shareholders,CNBC,Commodity Price Shock,Transportation,Energy company's dividend hike excites shareholders | Commodity Price Shock | Transportation | High | Neutral | S&P/TSX Composite,1,03097,0.997418,0.797418,0.0,0.2,positive,0.553236,1,1.13537
2236,2025-02-01,Manufacturing PMI data signals economic expansion,The Hindu Business Line,Commodity Price Shock,Telecommunications,Manufacturing PMI data signals economic expansion | Commodity Price Shock | Telecommunications | High | Negative | S&P 500,1,03081,0.994867,0.794867,0.0,0.2,positive,0.831785,1,1.201746
2237,2025-05-27,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Business Standard,Interest Rate Change,Real Estate,Major technology firm acquires a smaller rival in a multi-billion dollar deal | Interest Rate Change | Real Estate | Medium | Positive | TSX,1,03477,0.890918,0.790918,0.0,0.1,positive,0.692591,1,1.045178
2238,2025-02-07,,Business Standard,Economic Data Release,Technology,nan | Economic Data Release | Technology | Low | Positive | Hang Seng,1,03067,0.828135,0.828135,0.0,0.0,neutral,0.862003,0,0.828135
2239,2025-02-09,Government subsidy program gives a lift to the agriculture sector,Mint,Unemployment Rate Announcement,Telecommunications,Government subsidy program gives a lift to the agriculture sector | Unemployment Rate Announcement | Telecommunications | Medium | Negative | DAX,1,03077,0.784394,0.784394,0.0,0.0,positive,0.917761,1,0.964366
2240,2025-06-28,UK's FTSE 100 sees a boost from favorable trade data,Seeking Alpha,Cryptocurrency Regulation,Finance,UK's FTSE 100 sees a boost from favorable trade data | Cryptocurrency Regulation | Finance | Low | Neutral | Dow Jones,1,03165,0.78839,0.78839,0.0,0.0,positive,0.94704,1,0.975049
2241,2025-06-07,Mining company stock surges on commodity price boom,The Hindu Business Line,Commodity Price Shock,Aerospace & Defense,Mining company stock surges on commodity price boom | Commodity Price Shock | Aerospace & Defense | Low | Positive | FTSE 100,1,03081,0.995045,0.795045,0.0,0.2,negative,0.916112,-1,0.767152
2242,2025-02-19,Gold prices surge as investors flee riskier assets,MarketWatch,Commodity Price Shock,Utilities,Gold prices surge as investors flee riskier assets | Commodity Price Shock | Utilities | High | Positive | Dow Jones,1,03081,1.020923,0.820923,0.0,0.2,negative,0.720289,-1,0.837083
2243,2025-03-21,Supply chain issues impact manufacturing sector earnings,MarketWatch,IPO Launch,Retail,Supply chain issues impact manufacturing sector earnings | IPO Launch | Retail | Medium | Neutral | BSE Sensex,1,02836,0.820824,0.820824,0.0,0.0,negative,0.681805,-1,0.680913
2244,2025-06-20,Healthcare stocks gain on robust demand and strong outlook,Financial Times,Interest Rate Change,Telecommunications,Healthcare stocks gain on robust demand and strong outlook | Interest Rate Change | Telecommunications | High | Positive | S&P/TSX Composite,1,02841,0.870632,0.770632,0.0,0.1,positive,0.944635,1,1.076239
2245,2025-03-12,Pharmaceutical company's drug approval drives stock upward,The Motley Fool,Corporate Earnings Report,Construction,Pharmaceutical company's drug approval drives stock upward | Corporate Earnings Report | Construction | Low | Negative | DAX,1,03069,0.786714,0.786714,0.0,0.0,negative,0.662693,-1,0.656376
2246,2025-05-31,Mining company stock surges on commodity price boom,MarketWatch,Bond Market Fluctuation,Construction,Mining company stock surges on commodity price boom | Bond Market Fluctuation | Construction | High | Negative | CAC 40,1,03047,0.994929,0.794929,0.0,0.2,negative,0.916112,-1,0.767063
2247,2025-05-27,E-commerce earnings report beats all analyst expectations,Forbes,Corporate Earnings Report,Materials,E-commerce earnings report beats all analyst expectations | Corporate Earnings Report | Materials | High | Positive | CAC 40,1,03483,0.782148,0.782148,0.0,0.0,positive,0.681342,1,0.915376
2248,2025-02-16,Central Bank Governor signals potential shift in policy,Barron's,Regulatory Changes,Consumer Goods,Central Bank Governor signals potential shift in policy | Regulatory Changes | Consumer Goods | Medium | Negative | BSE Sensex,1,03081,0.78563,0.78563,0.0,0.0,negative,0.65296,-1,0.657384
2249,2025-06-13,Banking stocks dip after a major scandal is revealed,Times of India,IPO Launch,Technology,Banking stocks dip after a major scandal is revealed | IPO Launch | Technology | Low | Negative | Nikkei 225,1,03153,0.805785,0.805785,0.0,0.0,negative,0.942514,-1,0.615919
2250,2025-05-27,Merger talks between two banks fall through,Financial Times,Supply Chain Disruption,Pharmaceuticals,Merger talks between two banks fall through | Supply Chain Disruption | Pharmaceuticals | Low | Positive | NSE Nifty,1,02836,0.778853,0.778853,0.0,0.0,negative,0.95868,-1,0.592185
2251,2025-07-06,Unexpected rise in unemployment fuels market pessimism,Seeking Alpha,Regulatory Changes,Materials,Unexpected rise in unemployment fuels market pessimism | Regulatory Changes | Materials | Medium | Negative | IBOVESPA,1,03039,0.796922,0.796922,0.0,0.0,negative,0.913377,-1,0.614949
2252,2025-07-29,New IPO for a popular software firm is oversubscribed,MarketWatch,Interest Rate Change,Technology,New IPO for a popular software firm is oversubscribed | Interest Rate Change | Technology | Low | Neutral | S&P 500,1,03115,0.896232,0.796232,0.0,0.1,negative,0.952246,-1,0.682874
2253,2025-04-30,New housing data release shows a slowdown in market activity,Times of India,Market Rally,Telecommunications,New housing data release shows a slowdown in market activity | Market Rally | Telecommunications | Low | Positive | Nikkei 225,1,03153,0.798051,0.798051,0.0,0.0,negative,0.970689,-1,0.604386
2254,2025-07-02,,Business Standard,Interest Rate Change,Energy,nan | Interest Rate Change | Energy | High | Negative | Dow Jones,1,03077,0.904431,0.804431,0.0,0.1,neutral,0.549667,0,0.904431
2255,2025-05-21,China's Shanghai Composite falls after new trade restrictions,MarketWatch,Government Policy Announcement,Materials,China's Shanghai Composite falls after new trade restrictions | Government Policy Announcement | Materials | High | Neutral | Euro Stoxx 50,1,02822,0.914939,0.814939,0.0,0.1,negative,0.949947,-1,0.697653
2256,2025-04-11,,Forbes,Market Rally,Pharmaceuticals,nan | Market Rally | Pharmaceuticals | Low | Negative | ASX 200,1,03428,0.798143,0.798143,0.0,0.0,neutral,0.535853,0,0.798143
2257,2025-05-19,Government spending bill is expected to stimulate the economy,Yahoo Finance,Commodity Price Shock,Automotive,Government spending bill is expected to stimulate the economy | Commodity Price Shock | Automotive | Low | Positive | NSE Nifty,1,03081,0.99318,0.79318,0.0,0.2,positive,0.913673,1,1.22004
2258,2025-04-13,Quarterly report shows surprising losses for retail giants,Reuters,Trade Tariffs Announcement,Pharmaceuticals,Quarterly report shows surprising losses for retail giants | Trade Tariffs Announcement | Pharmaceuticals | High | Negative | FTSE 100,1,02800,0.788624,0.788624,0.0,0.0,negative,0.808206,-1,0.629281
2259,2025-03-01,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Reuters,Market Rally,Aerospace & Defense,Major technology firm acquires a smaller rival in a multi-billion dollar deal | Market Rally | Aerospace & Defense | Low | Negative | IBOVESPA,1,02807,0.782682,0.782682,0.0,0.0,positive,0.692591,1,0.918202
2260,2025-08-04,Market sentiment turns positive on vaccine trial results,CNBC,Corporate Earnings Report,Media & Entertainment,Market sentiment turns positive on vaccine trial results | Corporate Earnings Report | Media & Entertainment | Medium | Negative | Shanghai Composite,1,03165,0.802214,0.802214,0.0,0.0,positive,0.937714,1,0.990276
2261,2025-02-02,Gold prices surge as investors flee riskier assets,Seeking Alpha,Government Policy Announcement,Aerospace & Defense,Gold prices surge as investors flee riskier assets | Government Policy Announcement | Aerospace & Defense | Medium | Positive | Shanghai Composite,1,03081,0.833605,0.833605,0.0,0.0,negative,0.720289,-1,0.683496
2262,2025-07-14,New regulations on cryptocurrencies cause a market dip,The Motley Fool,Stock Market Crash,Energy,New regulations on cryptocurrencies cause a market dip | Stock Market Crash | Energy | Medium | Neutral | IBOVESPA,1,03077,0.816251,0.816251,0.0,0.0,negative,0.960466,-1,0.620256
2263,2025-06-16,Energy company's dividend hike excites shareholders,Forbes,Currency Devaluation,Pharmaceuticals,Energy company's dividend hike excites shareholders | Currency Devaluation | Pharmaceuticals | Low | Neutral | BSE Sensex,1,02809,0.799274,0.799274,0.0,0.0,positive,0.553236,1,0.909821
2264,2025-07-02,Federal Reserve Chairman's speech causes market volatility,Seeking Alpha,Currency Devaluation,Finance,Federal Reserve Chairman's speech causes market volatility | Currency Devaluation | Finance | High | Positive | DAX,1,03077,0.813992,0.813992,0.0,0.0,negative,0.836676,-1,0.64373
2265,2025-03-12,Bond yields tumble as investors seek safe havens,The Hindu Business Line,Interest Rate Change,Automotive,Bond yields tumble as investors seek safe havens | Interest Rate Change | Automotive | Low | Negative | Shanghai Composite,1,03077,0.933431,0.833431,0.0,0.1,negative,0.953942,-1,0.710821
2266,2025-07-08,Energy company's dividend hike excites shareholders,Bloomberg,Corporate Earnings Report,Materials,Energy company's dividend hike excites shareholders | Corporate Earnings Report | Materials | Medium | Neutral | S&P 500,1,03097,0.788595,0.788595,0.0,0.0,positive,0.553236,1,0.897665
2267,2025-03-20,Federal Reserve Chairman's speech causes market volatility,Business Standard,Major Merger/Acquisition,Agriculture,Federal Reserve Chairman's speech causes market volatility | Major Merger/Acquisition | Agriculture | Medium | Positive | Hang Seng,1,03115,0.806848,0.806848,0.0,0.0,negative,0.836676,-1,0.63808
2268,2025-06-16,Market braces for a major policy announcement from the EU,The Hindu Business Line,Geopolitical Event,Transportation,Market braces for a major policy announcement from the EU | Geopolitical Event | Transportation | Medium | Positive | KOSPI,1,03081,0.802883,0.802883,0.0,0.0,neutral,0.55384,0,0.802883
2269,2025-04-09,New housing data release shows a slowdown in market activity,Bloomberg,Bond Market Fluctuation,Materials,New housing data release shows a slowdown in market activity | Bond Market Fluctuation | Materials | Low | Positive | Nikkei 225,1,03077,0.813472,0.813472,0.0,0.0,negative,0.970689,-1,0.616065
2270,2025-03-21,Federal Reserve Chairman's speech causes market volatility,The Motley Fool,Government Policy Announcement,Construction,Federal Reserve Chairman's speech causes market volatility | Government Policy Announcement | Construction | High | Neutral | Nikkei 225,1,03077,0.808246,0.808246,0.0,0.0,negative,0.836676,-1,0.639186
2271,2025-04-03,Central Bank Governor signals potential shift in policy,Mint,Unemployment Rate Announcement,Utilities,Central Bank Governor signals potential shift in policy | Unemployment Rate Announcement | Utilities | High | Negative | S&P 500,1,03129,0.784206,0.784206,0.0,0.0,negative,0.65296,-1,0.656192
2272,2025-07-31,Massive stock buyback program announced by a consumer goods company,CNBC,Government Policy Announcement,Agriculture,Massive stock buyback program announced by a consumer goods company | Government Policy Announcement | Agriculture | Low | Neutral | Hang Seng,1,03174,0.823301,0.823301,0.0,0.0,neutral,0.685082,0,0.823301
2273,2025-05-30,Real Estate sector shows signs of overheating as interest rates fall,Wall Street Journal,Cryptocurrency Regulation,Energy,Real Estate sector shows signs of overheating as interest rates fall | Cryptocurrency Regulation | Energy | Medium | Neutral | ASX 200,1,03032,0.912108,0.812108,0.0,0.1,negative,0.96423,-1,0.692238
2274,2025-02-15,A massive data breach sends a tech company's stock tumbling,Times of India,Regulatory Changes,Technology,A massive data breach sends a tech company's stock tumbling | Regulatory Changes | Technology | High | Neutral | KOSPI,1,03032,0.813022,0.813022,0.0,0.0,negative,0.890495,-1,0.632024
